Firma;Niederlassungen;IT_Gewinne;aktive_Jahre;letzter_Gewinn;Summe_Wert_EUR;Median_Wert_EUR;ARGE_Gewinne;Ort;PLZ;Email;Web
t.e.a.m. Unternehmensberatung GmbH;1;4;4;2024-10-21;16988240.0;256600.0;0;Eschborn;65760;andreas.sturm@team-ag.de;
NETCOMPANY;3;4;3;2026-04-24;16830000.0;16830000.0;1;LUXEMBOURG;1253;antonis.ramfos@intrasoft-intl.com;
LEONET;1;4;1;2022-11-04;16404048.0;3486575.0;0;Teisnach;94244;Josef.Bauer@teisnach.de;
ELEQTRON;2;4;1;2023-11-22;15215000.0;7607500.0;2;Siegen;57072;klaus.schoof@eleqtron.com;https://eleqtron.com/
Dr. Wiescher und Partner;2;4;4;2024-10-28;14901760.0;2534400.0;0;Aarbergen;65326;manuel.leonhardt@drwup.de;
Friedrich Karl Schroeder GmbH & Co. KG;1;4;3;2025-03-18;14557504.0;790314.0;0;Hamburg;22309;ingo.habermann@fks.de;
KEIL-BS;1;4;4;2025-12-19;14540376.0;4652000.0;0;München;80339;j.kreiler@keil-bs.com;
AMS Alpha Media Solutions GmbH;1;4;4;2024-07-04;13587967.0;355000.0;0;Hechingen;72379;office@ams-de.com;
VE-KASS;1;4;2;2024-12-16;12601930.0;5270000.0;0;Köln;51149;info@ve-kass.de;
PROMATIS;1;4;4;2025-06-11;11129320.0;3476440.0;0;Ettlingen;76275;info@promatis.de;
Q.ant GmbH;1;4;1;2025-10-21;10638999.0;3213000.0;0;Stuttgart;70565;info@qant.gmbh;https://qant.de
HEXATRONIC;1;4;3;2025-08-11;10399060.0;3118112.0;0;Bargteheide;22941;kundenservice@hexatronic.com;http://www.hexatronic.com
RMDATAGROUP;1;4;4;2026-02-26;10000000.0;10000000.0;0;Würselen;52146;rusche@rmdatagroup.com;https://www.rmdatagroup.com/
LUNDM;2;4;3;2025-11-07;9689917.0;601208.0;0;Rostock;18059;frank.ristow@lundm.de;http://www.lundm.de
SOFTED;3;4;4;2026-03-27;9572000.0;9572000.0;0;Dresden;01067;friedrich@softed.de;
vitagroup health intelligence GmbH;1;4;2;2023-12-01;9465000.0;1750000.0;0;Braunschweig;38114;;
LBW-OPTIMIZATION;1;4;4;2023-06-24;9334292.0;1725450.0;0;Berlin;12205;office@lbw-optimization.de;
VP-SYSTEME;1;4;3;2026-01-02;9108250.0;9108250.0;0;Bochum;44866;buero@vp-systeme.de;https://www.vp-systeme.de
EBERO-FAB;2;4;3;2026-06-16;8563239.0;4281619.0;0;Norderstedt;22844;info@ebero-fab.com;https://ebero-fab.com/
almato GmbH;1;4;3;2025-11-14;8288000.0;8288000.0;1;Stuttgart;70178;VL.ALM.Presales@datagroup.de;https://www.almato.com
VIRTUALCITYSYSTEMS;1;4;4;2023-01-11;8020657.0;1720000.0;1;Berlin;10789;lross@virtualcitysystems.de;
DRESEARCH;1;4;2;2023-05-30;7858815.0;3354415.0;1;Berlin;12681;peters@dresearch.de;
INTERSYSTEMS;1;4;3;2024-08-09;7652000.0;7652000.0;0;Darmstadt;64293;info@InterSystems.de;
PHI-CONSULTING;1;4;3;2026-03-27;7498470.0;7498470.0;0;Bochum;44801;phi-verwaltung@phi-consulting.de;
TRIOLOGY;1;4;3;2026-06-01;6975936.0;6975936.0;1;Braunschweig;38100;sales@triology.de;https://www.triology.de/
IGES;1;4;4;2024-08-12;6258111.0;2000000.0;0;Berlin;10117;iges@iges.com;
NETAACHEN;1;4;3;2025-11-20;6033877.0;618302.0;0;Aachen;52070;keyaccount@netaachen.com;
ITEC-AG;1;4;4;2026-04-20;6000000.0;3000000.0;0;Düsseldorf;40211;ausschreibungen@itec-ag.com;
IOK;2;4;4;2025-07-14;5978814.0;1989145.0;0;Verl;33415;e.steinhoff@iok.net;http://www.iok.net
NEXENIO;1;4;2;2024-07-16;5400000.0;5400000.0;0;Berlin;10117;tender@nexenio.com;
KOENIG;2;4;3;2026-02-26;5088400.0;5088400.0;0;Walldorf;69190;info@koenig.solutions;
MODIS;2;4;3;2022-07-05;4652000.0;4652000.0;0;Düsseldorf;40547;niklas.kohlenberg@modis.com;
MELUX;1;4;2;2022-03-29;4645068.0;329488.0;0;Meerbusch;40670;andreas.poetzsch@melux.de;
TECHTALK;1;4;2;2025-12-22;4065033.0;1747251.0;1;Wien;1220;ausschreibungen@techtalk.at;
SCDSOFT;1;4;3;2025-11-14;3809200.0;1904600.0;1;Karlsruhe;76131;u.temmer@scdsoft.de;https://www.scdsoft.de
ASTEC;1;4;4;2025-09-30;3481645.0;1740823.0;0;Berlin;10999;walter.weiss@astec.de;
COLOGNE-DATA;1;4;4;2024-09-04;3450000.0;300000.0;0;Köln;50999;info@cologne-data.de;
ID GmbH;1;4;3;2024-07-09;3437233.0;1568433.0;1;Berlin;10115;vertrieb@id-berlin.de;
POSTDIREKT;1;4;3;2025-07-15;3420000.0;1140000.0;0;Troisdorf;53844;info@postdirekt.de;
DIaLOGIKa Gesellschaft für angewandte Informatik mbH;1;4;4;2023-01-13;3415182.0;579292.0;0;Saarbrücken;66125;;
FOXITSOFTWARE;1;4;4;2026-04-10;3405001.0;3405001.0;0;Berlin;10785;s_stadler@foxitsoftware.com;https://www.foxit.com
ABAKUSITSOLUTIONS;3;4;4;2025-01-27;3359820.0;847350.0;0;Würselen;52146;sales@abakusitsolutions.eu;
DATACENTER-GROUP;2;4;3;2026-05-08;3296569.0;1057653.0;0;Wallmenroth;57584;ausschreibung@datacenter-group.com;
NTT Germany AG & Co KG;2;4;3;2026-06-25;3180371.0;3180371.0;0;Bad Homburg;61352;stefan.driller@global.ntt;http://global.ntt
ParTec Aktiengesellschaft;1;4;2;2024-12-09;3129118.0;401435.0;0;München;81679;schmitz@par-tec.com;
syslink software AG;2;4;3;2024-12-17;3089016.0;1544508.0;0;Basel;4052;tim.deckmann@avantra.com;
RIWA;1;4;3;2025-07-08;3054768.0;449937.0;0;Kempten;87435;info@riwa.de;
AXON;1;4;4;2023-11-27;3023250.0;1511625.0;0;Frankfurt;60386;tenders@axon.com;
HFP;1;4;3;2024-07-15;2880000.0;2880000.0;0;Hattersheim;65795;hfp@hfp.de;
ACS GmbH;1;4;3;2023-09-25;2831723.0;353000.0;0;Ottobrunn;85521;vertrieb@acsgroup.de;
HEIDELBERG-IT;1;4;2;2025-03-25;2800000.0;2800000.0;0;Heidelberg;69123;s.siehl@heidelberg-it.de;https://www.heidelberg-it.de
RIB IMS GmbH;3;4;2;2025-12-02;2798998.0;2798998.0;0;Dinslaken;46539;info@rib-ims.com;
FT-CONSULT;1;4;2;2022-07-08;2786340.0;214000.0;3;Ottobrunn;85521;andre.koehler@ft-consult.com;
COMPERI;1;4;3;2025-08-19;2750000.0;1375000.0;0;Karlsfeld;85757;vertrieb@copmeri.de;
Gesellschaft für innovative Personalwirtschaftssysteme mbH;1;4;3;2024-11-27;2750000.0;670000.0;0;Offenbach/Main;63067;gip@gipmbh.de;
COMSOL;1;4;2;2025-07-29;2680547.0;1000000.0;0;Göttingen;37073;info@comsol.de;www.comsol.de
UMLAUT;2;4;3;2023-03-13;2674680.0;1337340.0;0;Aachen;52070;vasco.steltenkamp@umlaut.com;
PKN;1;4;3;2022-12-22;2657317.0;528547.0;0;Berlin;10247;d.sturm@pkn.de;
G+S EDV-Zubehör Josef Nieder;1;4;4;2022-05-23;2594871.0;928378.0;0;Allershausen;85391;;
ATENEKOM;1;4;4;2023-02-20;2585044.0;774000.0;0;Berlin;10115;info@atenekom.eu;
Comline Aktiengesellschaft;1;4;3;2022-03-11;2540805.0;800000.0;0;Dortmund;442227;;
CONNECT-GMBH;1;4;2;2025-11-14;2504602.0;626150.0;0;Wuppertal;42119;kontakt@connect-gmbh.de;
Solid Officetechnik Service GmbH;1;4;4;2025-08-25;2500000.0;2500000.0;0;Leipzig;04177;sos@sos-buerotechnik.de;
ahd GmbH & Co. KG;1;4;3;2023-09-15;2417450.0;1208725.0;0;Ense;59469;;
INNOCON-SYSTEMS;1;4;2;2024-12-31;2400000.0;2400000.0;0;Tangermünde;39590;kontakt@innocon-systems.de;
Zech Sicherheitstechnik GmbH;1;4;4;2023-08-08;2314134.0;267000.0;0;Langenhagen;30853;ausschreibungen.langenhagen@zech-sicherheitstechnik.de;
TG-SERVICES;1;4;2;2025-11-14;2225836.0;1112918.0;0;Crailsheim;74564;kontakt@tg-services.de;http://www.blb.nrw.de
FMS - Computer GmbH;1;4;3;2022-09-30;2217401.0;592264.0;0;Aschaffenburg;63739;;
NDS Netzwerksysteme GmbH;1;4;4;2024-11-13;2197326.0;790799.0;0;Metzingen;72555;ausschreibung@nds-gmbh.de;
ALPHA-COM;1;4;4;2023-03-14;2192541.0;470239.0;0;Schwerte;28207;;
CITY-POST-SERVICE;2;4;3;2023-03-10;2184565.0;348586.0;0;Chemnitz;09128;anne.hampel@city-post-service.de;
SYBORG;2;4;3;2023-12-13;2179785.0;406418.0;0;Bexbach;66450;m.koenig@Syborg.de;
TECHNOLOGY-EXPERTS;1;4;3;2024-12-11;2110294.0;449888.0;0;Oldenburg;26135;info@technology-experts.de;
TKD Solutions GmbH;1;4;4;2026-01-29;2076093.0;804700.0;0;Langenfeld;40764;info@tkdeutschland.de;
DATAPORT;1;4;3;2026-06-11;2028040.0;1014020.0;1;Altenholz;24161;poststelle@dataport.de;
POOLARSERVER;1;4;4;2026-01-16;2022655.0;348840.0;0;Stuttgart;70191;office@poolarserver.com;
PICTURESAFE-MANAGEMENT;1;4;4;2022-03-17;2006534.0;169018.0;0;Hannover;30659;vertrieb@picturesafe-management.de;
EWETEL GmbH;1;4;4;2026-05-19;2000000.0;2000000.0;0;Oldenburg;26133;Dummy-eMail-eVergabe@fb.hamburg.de;
TPRONETH;2;4;2;2025-12-05;1983922.0;492090.0;0;Puchheim;82178;info@tproneth.de;
GIRO;2;4;2;2025-05-07;1971030.0;985515.0;0;Montréal (Québec);H2S 3L5;info@giro.ca;
KREUTZPOINTNER;1;4;3;2024-04-30;1913038.0;956519.0;0;Burghausen;84489;it.sales@kreutzpointner.de;
zeta software GmbH;1;4;3;2026-04-23;1900000.0;950000.0;0;Göppingen;73037;;
DANNER-VERPACKUNGEN;1;4;4;2026-04-27;1829172.0;386540.0;0;Nürnberg;90425;info@danner-verpackungen.de;
PROUNIX;3;4;3;2025-10-28;1786290.0;657000.0;0;Bonn;53175;ausschreibung@prounix.de;http://www.prounix.de
BV-COMOFFICE;1;4;3;2022-12-10;1767151.0;461803.0;0;Regensburg;93055;info@bv-comoffice.de;
Derbiebau Fachhandel für Bildungseinrichtungen;1;4;3;2022-09-30;1748954.0;397593.0;0;Berkheim;88450;;
ibR Ges. für Geoinformation mbH;1;4;2;2025-06-12;1732209.0;429184.0;0;Bonn;53177;info-ibR@vertigis.com;https://www.ibr-bonn.de
SCHENKER-TECH;1;4;2;2025-03-17;1726652.0;1726652.0;0;Leipzig;04356;office@schenker-tech.de;
COS GmbH;1;4;4;2026-04-10;1701658.0;601510.0;0;Oberkirch;77704;COS@COSonline.de;
GOPA;2;4;3;2025-04-28;1669236.0;431195.0;0;Bad Homburg;61348;info@gopa-group.org;
infomax websolutions GmbH;1;4;4;2025-06-19;1658114.0;415126.0;0;Grassau;83224;;
ZENNER;1;4;2;2022-04-28;1656375.0;192221.0;0;Saarbrücken;66121;;
SITEPARK;3;4;4;2023-10-18;1636880.0;818440.0;0;Münster;48143;info@sitepark.com;
abl solutions GmbH;1;4;2;2023-05-25;1597053.0;97745.0;0;Nürnberg;90411;;
SCHLOSSEREI-SCHWAN;1;4;4;2022-11-30;1584495.0;792248.0;0;Gladbeck;45966;info@schlosserei-schwan.de;
CJT;1;4;4;2025-06-23;1562747.0;92860.0;0;Karlsruhe;76187;info@cjt.de;
INNEREBNER;1;4;4;2022-10-17;1556115.0;778058.0;0;Stuttgart;70563;office@free-key.eu;
Ralf Ibe Datentechnik e.K.;1;4;4;2025-05-13;1531241.0;425276.0;0;Hamburg;22457;ri@backup24.com;
PROMOS-CONSULT;1;4;3;2026-05-15;1519452.0;1519452.0;0;Berlin;10179;vertrieb@promos-consult.de;
AV-FERSTL;2;4;4;2025-11-17;1509691.0;326359.0;0;Oberviechtach;92526;a.ferstl@av-ferstl.de;
OrgaKonzept GmbH EDV gestützte Organisationslösungen;1;4;4;2023-06-21;1508522.0;526762.0;3;Zwickau;04720;info@haus-der-edv.de;
Polytex Technologies GmbH;1;4;3;2024-12-04;1507272.0;318459.0;0;Bielefeld;33739;info@textilautomaten.com;
IMP Computersysteme AG;1;4;3;2023-05-24;1476931.0;738466.0;0;Berlin;12103;h.mueller@imp-ag.de;
M.O.S.S. Computer Grafik-Systeme GmbH;1;4;4;2024-06-18;1428770.0;390625.0;0;Taufkirchen;82024;info@moss.de;
NC-PLAN;1;4;3;2025-04-28;1423875.0;1423875.0;0;Berlin;10829;thorsten.sievers@nc-plan.de;
M.S.E. Microcomputer Systeme Equipment Gesellschaft mit beschränkter Haftung;1;4;4;2025-11-26;1417881.0;585635.0;0;Unna;59427;info@msegmbh.de;
Fox GmbH & Co.KG;1;4;2;2026-04-28;1410592.0;612000.0;0;Celle;29227;info@co-fox.de;
MATRIX42;1;4;4;2025-03-06;1409994.0;333512.0;0;Frankfurt am Main;60487;info@matrix42.com;
STUDIOPRESENT;2;4;4;2025-01-27;1386368.0;693184.0;0;Karlsruhe;76137;csilla@studiopresent.com;
ANYPLACE-IT;1;4;4;2025-12-16;1370005.0;685003.0;0;Wurmlingen;78573;info@anyplace-it.de;https://anyplace-it.de/
DPS;1;4;3;2026-02-09;1364104.0;556352.0;0;DE;70771;florian.kuehne@dps.de;
FLUXGUIDE;2;4;2;2022-07-05;1346991.0;343219.0;0;Wien;1070;office@fluxguide.com;https://www.fluxguide.com
CABS-CHEMNITZ;1;4;4;2025-09-01;1343056.0;671528.0;0;Chemnitz;09126;info@cabs-chemnitz.de;http://www.cabs-chemnitz.de
OMREX;1;4;3;2025-06-02;1339846.0;669923.0;1;Moers;47447;leni.renner@omrex.de;
GUROBI;1;4;3;2025-12-01;1320045.0;660023.0;0;Monheim am Rhein;40789;bieterportal-alt@deutschebahn.com;
Probiotec GmbH;1;4;4;2022-02-01;1308670.0;461270.0;0;Düren;52355;probiotec@weyer-gruppe.com;
LOGIBALL;1;4;4;2024-10-22;1286500.0;1286500.0;0;Herne;44629;info@logiball.de;
MEDIANETICS;1;4;3;2024-09-05;1280071.0;1280071.0;0;Weilerswist;53919;es@medianetics.de;
UNIT4;1;4;4;2025-01-20;1244724.0;1244724.0;0;München;80339;Jacqueline.Bayer@unit4.com;
MATEC-DRESDEN;2;4;3;2024-10-01;1230599.0;153373.0;0;Dresden;01067;matec@matec-dresden.de;
DICOS;2;4;3;2025-12-04;1176547.0;588274.0;0;Darmstadt;64289;info@dicos.de;
"""Systemhaus SAR GmbH""";1;4;4;2023-04-27;1156099.0;295080.0;0;Baesweiler;52499;;
VISUCOM;1;4;2;2023-02-21;1150417.0;575208.0;0;Walzbachtal;75045;n.scheidt@visucom.de;
Quality Systems International GmbH;1;4;3;2023-07-31;1136890.0;1136890.0;0;Rödermark;63322;info@qsi.de;
NVISO;1;4;3;2024-05-15;1105900.0;1105900.0;0;Frankfurt am Main;60313;bieterportal-alt@deutschebahn.com;
SIEMENS-ENERGY;3;4;3;2026-02-09;1092775.0;546388.0;0;Würzburg;97080;holger.reimers@siemens-energy.com;http://www.siemens-energy.com
Nord West Business Consult GmbH;1;4;4;2024-12-02;1080000.0;540000.0;0;Jever;26441;bdg@nwbc.de;
KODAKALARIS;1;4;3;2024-04-05;1060955.0;380000.0;0;Stuttgart;70329;sebastian.zeilinger@kodakalaris.com;
BRUNNER-GROUP;1;4;4;2025-10-09;1055042.0;527521.0;0;Rheinau;77866;mas@brunner-stuehle.de;http://www.brunner-group.com
ST-VITRINEN;1;4;3;2023-09-19;1051890.0;525945.0;0;Bielefeld;33729;info@st-vitrinen.de;
Lifestyle Webconsulting GmbH;1;4;2;2025-12-20;1024000.0;1024000.0;0;Aschaffenburg;63743;t.kalkowski@life-style.de;http://life-style.de
TECOWIN;1;4;3;2022-10-31;1018424.0;1018424.0;0;Magdeburg;39116;info@tecowin.de;
CATWORKX;2;4;4;2026-01-20;1000000.0;1000000.0;0;Hamburg;21079;sales@catworkx.com;
D-SYSTEMS;2;4;4;2024-11-19;971913.0;304770.0;0;Aschheim;85609;muenchen@d-systems.com;
HLkomm Telekommunikations GmbH;1;4;3;2026-06-15;955952.0;477976.0;0;Leipzig;04107;b2b-bidmanagement@business.pyur.com;
SCIDOC AG.;1;4;4;2026-01-01;955815.0;477908.0;1;Berlin;10963;info@ibykus.de;
LOGIC;1;4;3;2026-02-16;944217.0;472108.0;0;Bickenbach;64404;ausschreibung@logic.tv;https://logic.tv/
GIANTMONKEY;1;4;4;2023-03-27;943459.0;240947.0;0;Berlin;10115;;
KUNZE-RITTER;1;4;3;2025-10-31;938658.0;938658.0;0;Freiburg;79114;o.rombach@kunze-ritter.de;
INFOLYTICS;1;4;3;2023-12-18;915300.0;457650.0;0;Köln;50968;info@infolytics.com;
INFRAFORCE;1;4;4;2026-03-10;914046.0;336414.0;0;Marburg;35037;adg@infraforce.de;
SIX;2;4;4;2025-01-29;909145.0;454573.0;0;Stuttgart;70565;dirk.knaepper@six.de;
BIZCON;1;4;3;2023-03-10;897000.0;448500.0;0;München;80335;Peter.Hansel@bizcon.de;
REHAGMBH;1;4;4;2024-11-19;884000.0;884000.0;0;Saarbrücken;66111;ausschreibungen@rehagmbh.de;
L und M Büroinformationssysteme GmbH;1;4;4;2025-06-16;864642.0;282032.0;0;Flintbek;24220;info@lundm.de;
INITIONS;1;4;3;2024-09-24;843362.0;208999.0;0;Hamburg;22083;info@initions.com;
SASKIA;1;4;3;2025-10-08;833603.0;270000.0;0;Chemnitz;09224;info@saskia.de;
KOMRE;1;4;3;2022-11-08;832035.0;239200.0;0;Berlin;10119;thomas.leitert@komre.de;
OHB;2;4;1;2023-12-29;826851.0;826851.0;0;Bremen;28359;info@ohb.de;
Die2 Medientechnik GmbH;1;4;3;2022-01-20;823854.0;212860.0;0;Speikern;91233;;
GLAGLA;1;4;4;2023-03-02;820584.0;208144.0;0;Schwerin;19061;c.krause@glagla.de;
SAXESS-AG;1;4;3;2025-04-08;818059.0;264559.0;0;Leipzig;04107;daniel.huebner@saxess-ag.de;https://www.saxess-ag.de/
PLAZZ;1;4;3;2024-09-18;805927.0;402964.0;0;Erfurt;99084;info@plazz.ag;https://plazz.ag/kontakt/
AUTICON;3;4;4;2026-01-15;800000.0;800000.0;0;Berlin;10623;info@auticon.de;https://auticon.com/de/
mm-lab GmbH;1;4;3;2025-02-05;798970.0;399485.0;0;Kornwestheim;70806;evergabe@mmlab.de;
ONECONSULT;1;4;3;2026-01-26;793620.0;793620.0;3;München;80687;info@oneconsult.com;
GVS Gesellschaft für Verkehrsberatung und Systemplanung mbH;1;4;3;2024-05-13;775200.0;387600.0;0;Hannover;30159;bernhard.keppeler@gvs-hannover.de;
INFINITT Europe GmbH;1;4;3;2023-02-22;770530.0;385265.0;0;Frankfurt am Main;60489;;
Erich Schmidt Verlag;1;4;2;2025-12-15;769208.0;256403.0;0;Berlin;10785;m.jerzak@ESVmedien.de;
Unify Communications und Collaboration GmbH & Co. KG;1;4;3;2025-07-17;764337.0;764337.0;0;München;81739;legal@mitel.com;
STACKFIELD;1;4;4;2026-06-04;759350.0;379675.0;0;München;80333;info@stackfield.com;
INTERCARD;1;4;3;2023-08-30;750952.0;375476.0;0;Villingen-Schwenningen;78054;info@secanda.com;
COMNET-SOLUTIONS;1;4;3;2024-06-26;749496.0;374748.0;0;Hannover;30163;kontakt@comnet-solutions.de;https://www.comnet-solutions.de
linkFISH Consulting GmbH;1;4;3;2022-11-03;748480.0;110930.0;0;Hamburg;22761;;
EBSCO;1;4;3;2026-02-26;746144.0;373072.0;0;Berlin;12099;info-berlin@ebsco.com;http://www.ebsco.de
EPI-USE GmbH;2;4;4;2026-03-20;742940.0;742940.0;0;Hanau;63452;sales.frankfurt@epiuse.com;
Hyrican Informationssystem;1;4;4;2022-03-29;740509.0;323192.0;0;Kindelbrück;99638;;
IS4IT-KRITIS;1;4;4;2025-08-19;711339.0;711339.0;0;Obrigheim;74847;pmo@is4it-kritis.de;
OFFICE360;2;4;3;2023-09-20;704520.0;110820.0;0;Hannover;30167;t.sell@office360.de;
LILTEC;1;4;4;2023-10-30;699654.0;699654.0;0;Darmstadt;64293;lv@liltec.com;
ALIDA;2;4;4;2026-01-26;683752.0;236975.0;0;München;81677;zuzana.svabova@alida.com;https://www.alida.com
PROCOMP;1;4;3;2024-06-03;680193.0;297705.0;0;Marktredwitz;95615;info@procomp.de;
VAV-MEDIENTECHNIK;1;4;4;2025-08-23;674770.0;337385.0;0;Igling;86859;info@vav-medientechnik.de;http://www.vav-medientechnik.de
Flexera Software GmbH;1;4;4;2026-01-16;664636.0;664636.0;0;Hamburg;22765;;
Datenlotsen Informationssysteme GmbH;1;4;4;2025-08-26;661770.0;661770.0;0;Hamburg;20097;Dummy-eMail-eVergabe@fb.hamburg.de;
KAULQUAPPE;1;4;4;2026-02-04;656685.0;328343.0;0;Berlin;10179;info@kaulquappe.com;
PROJEKTIONISTEN;1;4;4;2024-05-28;631488.0;214500.0;0;Hannover;30167;info@projektionisten.de;
INOVOO;1;4;4;2025-10-14;626000.0;313000.0;0;Inning am Ammersee;82266;info@inovoo.com;http://www.inovoo.com
TCC-PRODUCTS;1;4;4;2024-07-23;623121.0;623121.0;1;Möglingen;71696;info@technidata-tcc.de;
Ambient Information Processing GmbH;2;4;4;2025-03-24;622459.0;311230.0;0;Wien;1160;vergabestelle@hzd.hessen.de;
CHOIN GmbH;1;4;3;2023-09-28;619624.0;164776.0;0;Weinheim;69469;;
Dirk Hallen Datensysteme e.K.;1;4;3;2026-06-09;613529.0;306764.0;0;Velbert;42553;DHallen@dhds.de;
RAYSEARCHLABS;2;4;4;2025-02-04;600000.0;600000.0;0;Berlin;10969;markus.wenke@raysearchlabs.com;
C.H.T. Heinemann GmbH;1;4;3;2023-08-11;552334.0;276167.0;0;Netphen;57250;a.schneider@cht-gmbh.de;
TKS GmbH & Co. KG (1);1;4;4;2023-08-10;551291.0;551291.0;0;Mönchengladbach;41238;info@tks-service.de;
BLUEEND;1;4;4;2025-11-12;540637.0;540637.0;0;Wiesbaden;65187;info@blueend.com;
Freicon GmbH & Co. KG;1;4;3;2022-12-13;533000.0;266500.0;0;Freiburg;79111;;
ONWAY;3;4;4;2026-01-05;496160.0;248080.0;0;Zürich;8004;info@onway.ch;www.onway.ch
LS-IT-MEDIA;1;4;4;2023-07-30;492354.0;246177.0;0;Leer;26789;info@ls-it-media.de;
EFKON;1;4;3;2022-05-24;459780.0;459780.0;0;Raaba;8074;office@efkon.com;
ANDERSENLAB;2;4;2;2026-03-31;458550.0;458550.0;0;Berlin;10629;n.redzkovich@andersenlab.com;
CONSOL;2;4;3;2026-06-09;454395.0;454395.0;0;München;81669;backoffice@consol.de;
DELPHI-IMM;3;4;3;2024-11-08;439480.0;439480.0;0;Potsdam;14467;rolf.lessing@delphi-imm.de;
SIMPLYTEST;1;4;2;2025-10-27;431616.0;215808.0;0;Nürnberg;90409;projekte@simplytest.de;http://simplytest.de
XDEV-SOFTWARE;1;4;2;2025-09-08;416872.0;1852.0;0;Weiden;92637;a.grasmueck@xdev-software.de;
ZIUZ;1;4;3;2023-12-22;414466.0;414466.0;0;Gorredijk;8401DK;c.mulder@ziuz.com;
NEXBIB;2;4;4;2026-05-04;403368.0;403368.0;1;Reutlingen;72764;Tenders-DE@nexbib.com;
OLYMPUS;1;4;4;2026-06-09;390762.0;390762.0;0;Hamburg;20097;ODE-ausschreibungen@Olympus.com;http://www.olympus.de
HOSCH-GA;2;4;3;2022-02-01;388529.0;83387.0;0;Nürnberg;14513;;
ASSECOR;1;4;4;2025-11-07;356000.0;356000.0;0;Berlin;10369;anfragen@assecor.de;https://www.assecor.de
HÜCO Leiterplatten GmbH;1;4;3;2023-12-15;355300.0;355300.0;0;Maisach-Gernlinden;82216;bieterportal-alt@deutschebahn.com;
ZAUBAR;1;4;2;2025-11-10;350000.0;350000.0;0;Berlin;10777;stefan@zaubar.com;
LVIDEUTSCHLAND;1;4;3;2024-05-20;343680.0;343680.0;0;Winsen;21423;info@lvideutschland.de;
DATA-PLAN;1;4;3;2024-12-02;338250.0;169125.0;0;Stuttgart;70597;Stephan.Rudolf@data-plan.de;
CERTITUDE;2;4;3;2025-09-30;330000.0;330000.0;2;Wien;1030;office@certitude.consulting;
NEWERKLA;1;4;3;2025-08-13;317736.0;317736.0;0;Aalen;73431;christian.mangold@newerkla.de;
SOLVENTUM;3;4;2;2025-02-24;309290.0;309290.0;0;Kamen;59174;akassner@solventum.com;
TITANOM;2;4;1;2026-05-26;301000.0;301000.0;0;Germering;82110;tender@titanom.com;https://titanom.com
MEDIASYSTEM;1;4;3;2025-12-11;299119.0;299119.0;0;Reinbek;21465;info@mediasystem.com;
HEAVENS-ABOVE;1;4;4;2025-02-19;298750.0;298750.0;0;München;81377;Chris.Peat@heavens-above.com;https://heavens-above.com/
CORNELSEN;1;4;3;2024-12-03;261682.0;261682.0;0;Berlin;14197;ausschreibungen@cornelsen.de;
DAK-Gesundheit;1;4;3;2026-01-29;257380.0;257380.0;0;Pilsen;301 00;transportation@skodagroup.com;
KIENBAUM;1;4;3;2025-11-14;247950.0;247950.0;0;Köln;51149;bidco@kienbaum.de;
SBE;1;4;3;2024-04-26;246893.0;246893.0;0;Bad Friedrichshall;74177;info@sbe.de;
INTECKG;1;4;4;2026-03-06;244314.0;244314.0;1;München;80807;gmatheis@inteckg.de;
INSIDE-PARTNER;1;4;3;2026-06-10;236190.0;118095.0;1;Legden;48739;f.roters@inside-partner.de;
Institutional Shareholder Services Germany AG;3;4;3;2026-03-03;232000.0;232000.0;1;München;80636;philipp.ruehle@iss-esg.com;
HORUS-NET;1;4;4;2022-05-20;231445.0;231445.0;0;Remagen;53424;c.faber@horus-net.de;
PERBILITY;1;4;3;2026-06-02;224398.0;224398.0;0;Bamberg;96050;christian.mueller@perbility.de;http://www.perbility.de
DVZ Datenverarbeitungszentrum Mecklenburg-Vorpommern GmbH;1;4;3;2025-02-11;222219.0;222219.0;0;Schwerin;19059;vertrieb@dvz-mv.de;
Mittelstadt St. Ingbert;1;4;2;2026-03-16;219000.0;219000.0;0;Wiesbaden;65203;infrastruktur-sued@telekom.de;
HUMANIT;1;4;4;2022-11-11;217313.0;217313.0;0;Bonn;53119;ab@humanit.de;
DOKUFORM;1;4;4;2026-01-30;210686.0;210686.0;0;Lübeck;23554;vertrieb@dokuform.de;
Ruhl Consulting AG;1;4;3;2026-06-08;205000.0;205000.0;0;Mannheim;68163;info@zeq.de;
DEEPL;1;4;3;2025-09-08;204161.0;204161.0;0;Köln;50825;info@deepl.com;https://www.deepl.com/de/
PIRACON;1;4;3;2025-01-31;176488.0;176488.0;0;Murr;71711;gadelhelm@piracon.de;https://www.piracon.de/
EZCON;1;4;3;2023-07-03;172368.0;172368.0;0;Aalen;73431;;
MTI;1;4;3;2026-02-09;147750.0;147750.0;0;Wiesbaden;65205;tbauerecker@mti.com;
JKDEFENCE;1;4;4;2025-01-29;133547.0;133547.0;0;Kempen;47906;wehrtechnik@jkdefence.de;
INSIDE-MM;1;4;2;2024-11-26;38817.0;38817.0;0;Kassel;34117;Dummy-eMail-eVergabe@fb.hamburg.de;
TAFMOBILE;1;4;3;2025-10-15;4000.0;4000.0;0;Jena;07743;einkauf@tafmobile.de;
Health Information Management GmbH;1;4;4;2026-06-26;1000.0;1000.0;1;Bad Homburg;61348;ausschreibungen@him-info.com;
