Firma;Register_ID;Gruppe;IT_Gewinne;aktive_Jahre;letzter_Gewinn;Summe_Wert_EUR;Median_Wert_EUR;ARGE_Gewinne;Ort;PLZ;Email;Web;Aufloesung
tproneth The Storage Company OHG;D2601V_HRA83819;TPRONETH;3;2;2025-12-05;1491832.0;745916.0;0;Puchheim;82178;info@tproneth.de;;handelsregister_exakt
Priority Dispatch Corp.;;;3;2;2022-03-16;1484921.0;524130.0;0;Salt Lake City;84111;;;nur_name
dezem GmbH;F1103R_HRB88071;DEZEM;3;3;2026-05-04;1472921.0;429300.0;0;Berlin;10627;ausschreibung@dezem.de;http://www.dezem.de;handelsregister_exakt
DIALOG EDV Systementwicklung GmbH;P2305_HRB54553;DIALOG-EDV;3;3;2022-05-17;1472161.0;453194.0;0;Hannover;30559;bjoern.rudolph@dialog-edv.de;;handelsregister_exakt
TRM Labs Inc;;TRMLABS;3;3;2024-12-02;1471720.0;503360.0;0;San Francisco;94107;nicole.carles@trmlabs.com;;nur_name
Voxtronic Deutschland GmbH;;VOXTRONIC;3;3;2022-11-22;1469554.0;734777.0;1;Sulzbach/Taunus;65843;sascha.terek@voxtronic.com;;nur_name
Doctra GmbH;D2601V_HRB174570;DOCTRA;3;3;2022-12-23;1460240.0;528400.0;1;Grasbrunn;85630;info@doctra.de;;handelsregister_exakt
tonwelt GmbH;D4301V_HRB6567;TONWELT;3;2;2022-11-28;1459314.0;501268.0;0;Berlin;10623;info@tonwelt.com;https://www.tonwelt.com;handelsregister_exakt
Krumpholz Bürosysteme GmbH;P1103_HRB1286;KRUMPHOLZ;3;3;2024-07-10;1456818.0;728409.0;0;Braunschweig;38104;breitenfeld@krumpholz.de;;handelsregister_exakt
bks Rabe GmbH;U1206_HRB25968;BKS-RABE;3;3;2025-04-03;1451854.0;537601.0;0;Chemnitz;09111;info@bks-rabe.de;;handelsregister_exakt
Digital Service Systemhaus GmbH;V1109_HRB17255;DIGITAL-SERVICE;3;3;2024-11-18;1448159.0;724080.0;0;St. Ingbert;66386;info@digital-service.de;;handelsregister_exakt
Stausberg & Vosding GmbH;R3101_HRB6652;STAUSBERG-VOSDING;3;3;2024-07-08;1433000.0;716500.0;0;Aachen;52068;ausschreibung@stausberg-vosding.de;;handelsregister_exakt
AVF Audiovisuelle Technik Ferstl;;AV-FERSTL;3;3;2023-08-22;1412413.0;326359.0;0;Oberviechtach;92526;;;nur_name
FIT e.V.;B8534_VR241623;;3;3;2026-01-19;1406104.0;1406104.0;0;Haan;42781;Haan@fitgmbh.eu;;handelsregister_exakt
SP Studio Present GmbH;;STUDIOPRESENT;3;3;2025-01-27;1386368.0;693184.0;0;Karlsruhe;76137;csilla@studiopresent.com;;nur_name
Eplan e.K.;B1204_HRA703793;EPLAN;3;2;2025-05-26;1364953.0;682477.0;0;Gräfelfing;82166;info@eplan.de;;handelsregister_exakt
Datenlotsen Education Systems GmbH;;;3;2;2026-06-16;1363740.0;681870.0;0;Hamburg;20097;;;nur_name
GID Global Information Distribution GmbH;;;3;2;2022-06-30;1351715.0;675858.0;0;Köln;50679;info@gid-it.de;;nur_name
LEAN GmbH;M1906_HRB28955;LEAN;3;3;2024-06-04;1349714.0;337429.0;0;Wuppertal;42285;info@lean.de;;handelsregister_exakt
BURG, Software & Service für die Vermessung e. K.;M1906_HRA10539;IB-BURG;3;2;2024-11-08;1338750.0;397200.0;0;Eltville am Rhein;65343;mail@ib-burg.de;https://www.ib-burg.de/;handelsregister_exakt
AGIS Anwender-Geo-Informations-Systeme GmbH;M1201_HRB31576;;3;3;2024-11-11;1333087.0;614000.0;0;Bad Homburg vor der Höhe;61352;info@geoas.de;https://www.geoas.de/;handelsregister_exakt
KKS Kölner Kommunikations Systeme GmbH;R3306_HRB62725;;3;3;2024-09-27;1328126.0;664063.0;0;Köln;50827;info@koeln-ks.de;;handelsregister_exakt
E.INFRA GmbH;U1104_HRB29659;E-INFRA;3;3;2025-07-22;1305740.0;652870.0;0;Dresden;01189;kai-uwe.helget@e-infra.com;;handelsregister_exakt
Wipro Technologies GmbH;R3306_HRB72035;IPRO;3;2;2022-02-22;1302400.0;1302400.0;0;Frankfurt am Main;60486;sebastian.meyer@wipro.com;;handelsregister_exakt
premier experts GmbH;D3310V_HRB34468;PREMIER-EXPERTS;3;2;2024-10-22;1298220.0;1298220.0;0;Schwaig;90571;info@premier-experts.de;;handelsregister_exakt
OsCar GmbH;R2713_R2702_HRB895;OSCAR;3;3;2025-04-01;1296400.0;648200.0;0;Köln;50670;fritz.glatt@oscar.de;;handelsregister_exakt
ID Information und Dokumentation im Gesundheitswesen GmbH & Co. KGaA;;;3;3;2025-09-08;1287427.0;1287427.0;0;Berlin;10115;vertrieb@id-berlin.de;;nur_name
GECKO Gesellschaft für Computer und Kommunikationssysteme m.b.H.;N1206V_HRB976;;3;3;2023-11-02;1281050.0;551250.0;0;Rostock;;;;handelsregister_exakt
konzeptpark GmbH;M1710_HRB2120;KONZEPTPARK;3;2;2024-11-04;1278160.0;1278160.0;0;Lahnau;35584;info@konzeptpark.de;;handelsregister_exakt
Mevis.tv GmbH;B8534_HRB21822;MEVIS;3;2;2023-03-17;1277972.0;354139.0;0;Stuttgart;70182;info@mevis.tv;;handelsregister_exakt
Bechtle Nürnberg IT-Systemhaus GmbH;HRB 26703;BECHTLE;3;2;2025-11-12;1270289.0;1270289.0;0;Nürnberg;90429;nuernberg@bechtle.com;;ted_nationalid
UNIwise Aps;;UNIWISE;3;3;2023-04-28;1259983.0;629992.0;0;Aarhus N;8200;leyla.doerflinger@uniwise.eu;;nur_name
Deutsche Telekom Business Solutions GmbH;DE70ZZZ00002281507;TELEKOM;3;2;2025-11-17;1249627.0;1249627.0;0;Bonn;53227;Nils-Holger.Meyer@telekom.de;;ted_nationalid
AWARE7 GmbH;R2507_HRB14935;AWARE7;3;3;2026-06-02;1242800.0;621400.0;0;Gelsenkirchen;45886;ausschreibungen@aware7.de;;handelsregister_exakt
SST GmbH;B8535_HRB725764;;3;1;2022-12-28;1238804.0;398152.0;0;Ganderkesee-Bookhorn;27777;sst-stefanstueve@ewetel.net;;handelsregister_exakt
ZF Friedrichshafen AG;B8537_HRB630206;;3;3;2023-06-20;1238360.0;214343.0;0;Friedrichshafen;88046;;;handelsregister_exakt
GOPA Consultants;;GOPA;3;3;2025-04-28;1238041.0;619021.0;0;Bad Homburg;61348;info@gopa-group.org;;nur_name
MATEC e.K.;K1101R_HRA99694;MATEC-DRESDEN;3;2;2023-06-14;1230599.0;153373.0;0;Dresden;01067;matec@matec-dresden.de;;handelsregister_exakt
TROTEC Laser Deutschland GmbH;D2601V_HRB106681;TROTECLASER;3;2;2023-06-29;1188582.0;491784.0;0;Ismaning;85737;;;handelsregister_exakt
INFODAS Gesellschaft für Systementwicklung und Informationsverarbeitung mbH;;INFODAS;3;2;2022-08-22;1188000.0;1188000.0;0;Köln;50765;info@infodas.de;;nur_name
Peras GmbH;R1101_HRB60153;PERAS;3;2;2026-06-19;1186120.0;593060.0;0;Karlsruhe;76227;mark.manthei@peras.de;;handelsregister_exakt
Kröpelin Projekt GmbH;F1103R_HRB147071;KROEPELIN-PROJEKTE;3;2;2025-01-08;1185632.0;182144.0;0;Berlin;12101;philipp@kroepelin-projekte.de;;handelsregister_exakt
Ottenbacher GmbH;B8535_HRB3684;OTTENBACHER;3;3;2024-07-29;1182814.0;1182814.0;0;Künzelsau;74653;info@ottenbacher.com;;handelsregister_exakt
cryptosolutions UG (haftungsbeschränkt;;;3;2;2023-07-25;1180818.0;402200.0;0;Essen;45133;;;nur_name
speedikon Facility Management Aktiengesellschaft;M1103_HRB24849;SPEEDIKONFM;3;2;2024-06-26;1176800.0;588400.0;0;Bensheim;64625;information@speedikonfm.com;;handelsregister_exakt
DICOS GmbH Kommunikationssysteme;M1103_HRB7024;DICOS;3;3;2025-12-04;1176547.0;588274.0;0;Darmstadt;64289;info@dicos.de;;handelsregister_exakt
OGiTiX Software AG;R3306_HRB64413;OGITIX;3;2;2022-08-08;1176094.0;255000.0;0;Langenfeld;40764;vertrieb@ogitix.de;;handelsregister_exakt
Alphatron Medical GmbH;R2201_HRB14628;ALPHATRONMEDICAL;3;2;2023-11-27;1173926.0;1173926.0;0;Everswinkel;48351;ausschreibungen@alphatronmedical.de;;handelsregister_exakt
Komm.ONE (ehemals ITEOS) Anstalt des öffentlichen Rechts;;;3;3;2024-01-09;1172570.0;407480.0;0;Stuttgart;;;;nur_name
ENVINET GmbH;B1204_HRB705403;ENVINET;3;3;2025-06-17;1170200.0;450000.0;0;Haar;85540;johannes.grossmann@envinet.com;;handelsregister_exakt
dakoServ GmbH;;DAKOSERV;3;3;2024-10-02;1167222.0;583611.0;0;Wiesbaden;65205;vertrieb@dakoserv.de;;nur_name
TeleCash GmbH & Co. KG;B8534_HRA720060;TELECASH;3;3;2023-10-10;1166599.0;583299.0;0;Bad Vilbel;61118;Juergen.Krueger@telecash.de;;handelsregister_exakt
Persona grata Aktiengesellschaft;B8534_HRB722255;PERSONAGRATA;3;3;2025-06-06;1156000.0;221000.0;0;Neuhausen auf den Fildern;73765;info@personagrata.de;;handelsregister_exakt
Quantum Optics Jena GmbH;DE338713716;QO-JENA;3;2;2025-01-08;1152131.0;400000.0;0;Jena;07745;info@qo-jena.com;;ted_nationalid
dbh Logistics IT AG;H1101_H1101_HRB20499;DBH;3;3;2025-07-04;1146750.0;1146750.0;0;Bremen;28195;holger.huebner@dbh.de;;handelsregister_exakt
AKUSTIK+DECKENSYSTEME GmbH;B1204_HRB381886;;3;3;2024-04-16;1146508.0;573254.0;0;Paderborn;33100;arne.stieler@hks-systeme.de;;handelsregister_exakt
Viaboxx GmbH;R3208_HRB11141;VIABOXX;3;3;2025-03-20;1138489.0;85110.0;0;Königswinter;53639;info@viaboxx.de;;handelsregister_exakt
Ergotrading GmbH;X1321R_HRB10152PI;ERGOTRADING;3;3;2025-04-22;1133860.0;300117.0;0;Haselau;24589;mail@ergotrading.com;https://ergotrading.com;handelsregister_exakt
inworks GmbH;B8537_HRB4004;INWORKS;3;2;2026-02-26;1114749.0;557375.0;0;Ulm;89081;info@inworks.de;;handelsregister_exakt
Xerox Gesellschaft mit beschränkter Haftung;R1102_HRB8314;;3;3;2023-12-13;1108770.0;554385.0;0;Neuss;41460;bieterportal-alt@deutschebahn.com;;handelsregister_exakt
PM Computer Services GmbH & Co. KG;M1706_HRA938;;3;2;2025-09-01;1107850.0;553925.0;0;Idstein;65510;;https://serviceware-se.com/de/impressum;handelsregister_exakt
eduXpert by compustore KG;;;3;2;2022-08-22;1083096.0;443438.0;0;Regensburg;93053;;;nur_name
Workplace Solutions GmbH;D2601V_HRB177554;;3;2;2024-12-27;1071452.0;446400.0;0;Hamburg;22085;ausschreibungen@wps.de;;handelsregister_exakt
interactive tools - Agentur für digitale Medien GmbH;F1103R_HRB75660;INTERACTIVE-TOOLS;3;3;2025-09-08;1071320.0;1071320.0;0;Berlin;10119;vertrieb@interactive-tools.de;;handelsregister_exakt
bluechip Computer Aktiengesellschaft;Y1206_HRB202046;BLUECHIP;3;1;2022-11-14;1066023.0;327731.0;0;Meuselwitz;04607;sleikauff@bluechip.de;;handelsregister_exakt
Telemark Rostock Kommunikations- und Marketinggesellschaft mbH;N1206V_HRB7864;TELEMARK-ROSTOCK;3;3;2024-06-18;1060000.0;530000.0;0;Rostock;18147;karsten.hecht@telemark-rostock.de;;handelsregister_exakt
EasyCheck GmbH & Co. KG;B8537_HRA532097;;3;3;2025-12-02;1054329.0;286178.0;0;Göppingen;73037;;;handelsregister_exakt
AVE Audio Visual Equipment GmbH;;;3;2;2024-10-08;1039202.0;519601.0;0;Bergisch Gladbach;51469;ausschreibung@avepro.net;;nur_name
novaCapta Software & Consulting GmbH;D2102V_HRB22861;NOVACAPTA;3;2;2022-05-17;1014000.0;137000.0;0;Köln;50670;vertrieb@novacapta.de;;handelsregister_exakt
PROTOS TECHNOLOGIE GmbH;F1103R_HRB183653;PROTOS-TEC;3;3;2026-02-02;1011600.0;1011600.0;0;Berlin;10117;info@protos-tec.de;http://protos-tec.de;handelsregister_exakt
Daten-Kompetenzzentrum für Städte und Regionen DKSR GmbH;DE342267182;DKSR;3;2;2025-10-21;1011499.0;505749.0;0;Berlin;10781;angebote@dksr.city;;ted_nationalid
Neofonie GmbH;F1103R_HRB67460;NEOFONIE;3;3;2022-05-30;1002586.0;1002586.0;0;Berlin;10115;conrad.bakker@neofonie.de;;handelsregister_exakt
Heinrich-Heine-Universität, Zentraler Einkauf;DEA11;;3;2;2025-04-25;1001176.0;1001176.0;0;Düsseldorf;40547;georg.schweihofen@telekom.de;;ted_nationalid
Königsteiner Büroservice;;;3;3;2023-09-11;997183.0;291149.0;0;Königstein im Taunus;61462;;;nur_name
Net at Work GmbH;R2809_HRB2663;NETATWORK;3;3;2023-03-28;992900.0;301200.0;0;Paderborn;33104;salesoffice@netatwork.de;;handelsregister_exakt
3M Medica Zweigniederlassung der 3M Deutschland GmbH;;;3;2;2023-08-28;991095.0;495548.0;0;Berlin;14059;;;nur_name
Paintbucket Games UG (haftungsbeschränkt);F1103R_HRB196257;PAINTBUCKET;3;2;2025-06-20;977004.0;336134.0;0;Berlin;10367;info@paintbucket.de;http://paintbucket.de;handelsregister_exakt
ergoDATA GmbH;U1104_HRB2129;ERGODATA;3;3;2022-11-14;974655.0;328633.0;0;Dresden;01465;info@ergodata.de;;handelsregister_exakt
Mestus GmbH;R1402_HRB16925;MESTUS;3;2;2024-09-30;972808.0;356784.0;0;Kempen;47906;kontakt@mestus.de;;handelsregister_exakt
Dallmeier Systems GmbH;D2601V_HRB202091;D-SYSTEMS;3;3;2023-06-13;971913.0;304770.0;0;München-Aschheim;85609;frank.salder@d-systems.com;;handelsregister_exakt
ABZ Reporting GmbH;M1103_HRB33747;ABZ-REPORTING;3;3;2024-09-16;961973.0;480987.0;0;Darmstadt;64293;thomas.klement@abz-reporting.com;;handelsregister_exakt
X-impuls AG;M1103_HRB93568;X-IMPULS;3;1;2023-08-10;961963.0;480982.0;1;Frankfurt am Main;60322;info@x-impuls.de;;handelsregister_exakt
ARE Nr. 1 GmbH;N1105V_HRB20152;;3;3;2025-01-20;934034.0;467017.0;0;Gummersbach;51643;markus.kunze@rdm.com;;handelsregister_exakt
TeleMatrik PTS GmbH;;TELEMATRIK;3;2;2023-06-14;930530.0;930530.0;0;Lauterach;6923;linus.gebhardt@telematrik.com;;nur_name
printvision GmbH;D2601V_HRB106791;PRINTVISION;3;3;2026-06-15;928378.0;928378.0;0;Freising;85356;t.buchner@printvision.de;;handelsregister_exakt
IngSoft GmbH;D3310V_HRB17595;INGSOFT;3;3;2024-08-19;927420.0;927420.0;0;Nürnberg;90403;vertrieb@ingsoft.de;;handelsregister_exakt
Converge Technology Solutions Germany GmbH;DE 346 687 964;CONVERGETP;3;2;2026-06-08;909450.0;909450.0;0;Mainz;55129;ausschreibungen@convergetp.de;;ted_nationalid
Six Offene Systeme GmbH;;SIX;3;3;2023-07-24;909145.0;454573.0;0;Stuttgart;70565;info@six.de;;nur_name
G.I.P. S.a r.l.;LU30064503;;3;2;2025-03-18;887433.0;887433.0;0;Schuttrange;5365;info@g-i-p.tech;;ted_nationalid
JDA Systems e.K.;P3101_HRA201110;;3;1;2022-11-21;871139.0;241390.0;0;Ihlow-Riepe;26632;sale@jda-tele.com;;handelsregister_exakt
ETK networks solution GmbH;D2601V_HRB109954;ETK;3;3;2023-07-24;863660.0;431830.0;0;Aschheim;85609;info@etk.de;;handelsregister_exakt
Cancom GmbH Leipzig;;CANCOM;3;2;2024-11-19;861102.0;861102.0;0;Leipzig;04158;ccg.hannover.ausschreibung@cancom.de;;nur_name
GAHRENS + BATTERMANN GmbH & Co. KG;R3306_HRA32874;;3;3;2025-05-09;860000.0;860000.0;0;Berlin;10589;;;handelsregister_exakt
Fluxguide Ausstellungssysteme GmbH;;FLUXGUIDE;3;2;2022-07-05;845723.0;242980.0;0;Wien;1070;office@fluxguide.com;;nur_name
Bechtle GmbH IT-Systemhaus Weimar;DE150107718;BECHTLE;3;2;2026-04-09;834588.0;834588.0;0;Weimar;99428;nicole.rothe@bechtle.com;;ted_nationalid
TFA-Immobilien und Service GmbH;N1105V_HRB20065;TFA-IT-SERVICE;3;2;2022-01-25;827062.0;274575.0;0;Neubrandenburg;17033;info@tfa-it-service.de;;handelsregister_exakt
Elements of Art GmbH;R1504_HRB5855;;3;3;2023-03-27;823483.0;411742.0;0;Mönchengladbach;41238;hello@eoa.de;;handelsregister_exakt
JessenLenz Computersysteme Gesellschaft mit beschränkter Haftung;W1215_HRB202278;JESSENLENZ;3;3;2023-02-24;801481.0;260718.0;0;Halle;06112;frank.bartschinski@jessenlenz.com;;handelsregister_exakt
Serve-u Buchholz und Sünderhauf GbR;;;3;3;2023-10-09;787460.0;283000.0;0;Berlin;10589;;;nur_name
MoovIT GmbH;R3306_HRB74531;MOOVIT;3;3;2025-12-01;782328.0;782328.0;0;Köln;51063;j.hardenacke@moovit.de;;handelsregister_exakt
Pixel Systeme;;PIXEL-SYSTEME;3;2;2022-01-25;765896.0;213409.0;0;Altentreptow;17087;info@pixel-systeme.de;;nur_name
Data One GmbH;V1109_HRB14659;DATAONE;3;2;2022-10-17;756560.0;378280.0;0;Saabrücken;66113;box@dataone.de;;handelsregister_exakt
Holder Medientechnik und Elektrogeräte e. K.;D2505V_HRA1906;MEDIENTECHNIK;3;2;2022-03-29;750417.0;172555.0;0;Günzburg;89312;holder@medientechnik.info;;handelsregister_exakt
EPI-USE GmbH;DE260735544;;3;3;2026-03-20;742940.0;742940.0;0;Hanau;63452;sales.frankfurt@epiuse.com;;ted_nationalid
Sciforma GmbH;M1906_HRB16385;;3;3;2023-03-31;736150.0;368075.0;0;Taunusstein;65232;;;handelsregister_exakt
Office 360 GmbH;P2305_HRB61665;OFFICE360;3;3;2023-09-20;704520.0;110820.0;0;Hannover;30167;n.tatge@office360.de;;handelsregister_exakt
side by site GmbH & Co. KG;R3306_HRA15202;SIDEBYSITE;3;2;2024-12-05;700000.0;700000.0;0;Köln;50735;no@emailaddress.given;;handelsregister_exakt
Bezirksamt Pankow von Berlin;001;;3;2;2025-11-19;698760.0;698760.0;0;Nabburg;92507;info@pluxee.com;https://www.shd-online.de/;ted_nationalid
Soft & Cloud AG;R2706_HRB10361;SOFTANDCLOUD;3;3;2026-03-24;696422.0;348211.0;0;Münster;48147;nf@softandcloud.com;;handelsregister_exakt
sqior medical GmbH;DE353433480;SQIOR;3;2;2026-04-30;694980.0;694980.0;0;München;80335;sales@sqior.com;https://sqior.com/;ted_nationalid
Softwarebüro Zauner GmbH & Co. KG;M1114_HRA41657;;3;3;2022-04-28;691200.0;691200.0;0;Heusenstamm;63150;sylvie.sudhoff@zamik.de;;handelsregister_exakt
Voquz Public GmbH;;VOQUZ;3;2;2026-01-23;681360.0;681360.0;0;Ismaning;85737;bids@voquz.com;;nur_name
SVA System Vertrieb Alexander GmbH - Standort München;;SVA;3;1;2025-11-19;680900.0;340450.0;0;Wiesbaden;65205;arno.robel@sva.de;;nur_name
Ericsson GmbH;R1101_HRB33012;ERICSSON;3;3;2022-06-29;657794.0;328897.0;0;Düsseldorf;40549;S.Joest@ericsson.com;;handelsregister_exakt
Rensch Inh. Wolfgang Surholt e. K.;R2507_HRA2103;RENSCH;3;2;2022-03-14;652000.0;652000.0;0;Gelsenkirchen;45892;;;handelsregister_exakt
Coextant Systems GmbH;B8534_HRB213792;;3;3;2024-09-27;649802.0;324901.0;0;Künzell;36093;vertrieb@css.de;;handelsregister_exakt
m com GmbH;R1102_HRB13267;;3;3;2025-08-15;637916.0;318958.0;0;Lübeck;23564;t.spiegel@m-com.de;http://www.m-com.de;handelsregister_exakt
EPI-USE Labs GmbH;B8535_HRB710994;;3;3;2024-10-08;630160.0;630160.0;0;Walldorf;69190;salesoffice.walldorf@epiuse.com;;handelsregister_exakt
BTC GmbH;B1204_HRB710602;;3;3;2024-11-13;630150.0;315075.0;0;Oldenburg;26121;timo.bureck@btc-ag.com;;handelsregister_exakt
audius GmbH;B8534_HRB262586;AUDIUS;3;3;2023-10-06;628740.0;628740.0;0;Weinstadt;71384;Ausschreibung@audius.de;;handelsregister_exakt
D-Connect GmbH;D4501V_HRB5557;DCONNECT;3;3;2024-04-02;625885.0;298542.0;0;Marktleuthen;95168;patrick.fritsch@dconnect.de;;handelsregister_exakt
Binder Systemhaus e.K.;B8534_HRA241166;BINDER-SYSTEMHAUS;3;3;2023-02-21;615379.0;307690.0;0;Balingen;72336;thomas.koch@binder-systemhaus.de;;handelsregister_exakt
AVT STOYE GmbH;M1502_HRB5220;AVT-STOYE;3;3;2026-04-27;612294.0;612294.0;0;Hanau;63456;info.hanau@avt-stoye.de;;handelsregister_exakt
ScannBI Technology Europe GmbH;X1721R_HRB7054HL;;3;3;2022-08-24;612000.0;306000.0;0;Lübeck;23552;scannbi_europe@evofinder.com;;handelsregister_exakt
Alida GmbH;M1906_HRB24599;ALIDA;3;3;2026-01-26;608122.0;304061.0;0;München;81677;zuzana.svabova@alida.com;https://www.alida.com;handelsregister_exakt
OBS Büro-Centrum GmbH;DE141244204;;3;1;2024-12-09;607755.0;303878.0;0;Plauen;08527;kontakt@obs-plauen.de;;ted_nationalid
INFORMATICA (Werbe- und Prozessing-) Gesellschaft mit beschränkter Haftung;M1201_HRB10391;INFORMATICA;3;2;2025-12-15;600000.0;300000.0;0;Stuttgart;70499;de_reception@informatica.com;http://www.informatica.com;handelsregister_exakt
Scompler Technologies GmbH;D2601V_HRB240236;SCOMPLER;3;3;2025-05-30;600000.0;600000.0;0;München;81541;consulting@scompler.com;;handelsregister_exakt
SecuLution GmbH;R1901_HRB8279;SECULUTION;3;2;2025-08-01;599328.0;599328.0;0;Werl;59457;info@seculution.com;;handelsregister_exakt
Dedalus Healthcare GmbH;RB 24099;DEDALUS;3;1;2024-08-06;595245.0;297623.0;0;Bonn;53227;IT@mkh-dresden.de;https://www.dedalus.com/dach/de/;ted_nationalid
auxalia GmbH;DE223582081;AUXALIA;3;2;2025-12-19;594035.0;297018.0;0;Hamburg;21079;info@auxalia.com;https://www.auxalia.com/;ted_nationalid
Bechtle GmbH & Co. KG IT Systemhaus Darmstadt;;BECHTLE;3;2;2022-10-17;587255.0;587255.0;0;Darmstadt;64295;jan-martin.noeltner@bechtle.com;;nur_name
Haiilo GmbH;DE 272366685;HAIILO;3;3;2026-02-24;586485.0;586485.0;0;Hamburg;22761;jonas.rey@haiilo.com;;ted_nationalid
Softwareschneiderei GmbH;B8535_HRB109299;SOFTWARESCHNEIDEREI;3;3;2022-09-30;586000.0;293000.0;0;76131 Karlsruhe;76131;;;handelsregister_exakt
msg nexinsure AG;D2601V_HRB241947;MSG;3;3;2026-01-16;582700.0;582700.0;0;Hamburg;20354;michael.lang@msg.group;;handelsregister_exakt
MVC Mobile VideCommunication GmbH;;MVC;3;2;2023-05-26;582004.0;582004.0;0;Kronberg;61476;markus.mattern@mvc.de;;nur_name
Becton Dickinson Rowa Germany GmbH;T2408V_HRB40653;;3;2;2022-11-18;581017.0;290508.0;1;Kelberg;53539;GMB-INTL-TenderManagement@bd.com;;handelsregister_exakt
GBI-Genios Deutsche Wirtschaftsdatenbank GmbH;D2601V_HRB54889;GENIOS;3;3;2025-11-18;562689.0;562689.0;0;München;81541;info@genios.de;http://gbi-genios.de;handelsregister_exakt
SySS GmbH;B8534_HRB382420;SYSS;3;3;2025-02-24;550000.0;550000.0;1;Tübingen;72072;orders@syss.de;;handelsregister_exakt
neusta webservices GmbH;R3306_HRB37009;NEUSTA-WEBSERVICES;3;3;2024-11-25;544040.0;544040.0;0;Köln;50668;j.scholtz@neusta.de;https://www.neusta-webservices.de/;handelsregister_exakt
Peak Performance Apps GmbH;U1308_HRB32275;PPAPPS;3;2;2024-12-05;540182.0;540182.0;0;Leipzig;04109;info@ppapps.de;;handelsregister_exakt
Deutsches Forschungszentrum für Künstliche Intelligenz GmbH;T3201V_HRB2313;;3;2;2026-02-17;538593.0;269296.0;0;Kaiserslautern;67663;fpo@dfki.de;http://www.dfki.de;handelsregister_exakt
L und M Business IT;;;3;3;2025-05-05;533355.0;266678.0;0;Kiel;24159;info@lmbit.de;;nur_name
Meier Copiersysteme;;;3;2;2022-11-29;530024.0;265012.0;0;Veitshöchheim;97209;;;nur_name
Mader - Schuler Datentechnik GmbH;D3304V_HRB6912;;3;2;2022-05-31;528661.0;73017.0;0;Füth;90765;;;handelsregister_exakt
g.on experience gmbh;R2706_HRB3501;;3;3;2025-08-08;520000.0;520000.0;0;Münster;48155;info@gon.de;https://www.gon.de;handelsregister_exakt
Brinova Systemhaus GmbH;P3210_HRB205682;BRINOVA;3;3;2022-11-14;518550.0;518550.0;0;Oldenburg;26135;vertrieb@brinova.de;;handelsregister_exakt
Uriot GmbH;B1204_HRB470435;URIOT;3;3;2025-02-04;515000.0;515000.0;0;Offenburg;77652;a.boersig@uriot.de;;handelsregister_exakt
SW MEDIA GmbH;R1202_HRB30622;SW-MEDIA;3;3;2026-03-16;514198.0;49325.0;0;Oberhausen;46117;a-s@sw-media.de;;handelsregister_exakt
SmartMobileLabs AG;;SMARTMOBILELABS;3;1;2022-11-18;513264.0;513264.0;0;München;81379;sales@smartmobilelabs.com;;nur_name
The Quality Group Holding GmbH;B8534_HRB245672;;3;2;2025-09-10;511950.0;511950.0;0;Böblingen;71034;info@tqg.de;http://tqg.de;handelsregister_exakt
Comma Soft AG;R3201_HRB8500;COMMA-SOFT;3;3;2024-12-23;500000.0;500000.0;1;Bonn;53229;info@comma-soft.com;;handelsregister_exakt
rococom GmbH & Co. KG;R2108_HRA7139;ROCOCOM;3;2;2023-11-10;494644.0;171985.0;0;Porta Westfalica;32457;m.weidlich@rococom.de;;handelsregister_exakt
SIGMA & TBL - Kommunikationstechnik GmbH;U1206_HRB14026;SIGMA-TBL;3;2;2024-12-13;490358.0;490358.0;0;Chemnitz,OT Röhrsdorf;09247;info@sigma-tbl.de;;handelsregister_exakt
COOR GmbH;D2601V_HRB194229;COOR;3;3;2024-02-23;488280.0;244140.0;0;Höhenkirchen-Siegertsbrunn;85635;office@coor.info;;handelsregister_exakt
EUROstor GmbH;B8534_HRB729646;EUROSTOR;3;3;2025-11-17;486258.0;486258.0;0;Filderstadt;70794;sales@eurostor.com;;handelsregister_exakt
W.A.M. Frank Markowski;;;3;2;2022-10-25;485201.0;242600.0;0;Holle;31188;;;nur_name
Thax Software GmbH;F1103R_HRB69791;THAX;3;3;2025-04-04;478500.0;478500.0;0;Berlin;10711;ausschreibungen@thax.de;https://www.thax.de;handelsregister_exakt
Arno Kindler, EDV-Sytemhaus;;ARNO-KINDLER;3;3;2023-05-26;475611.0;118903.0;0;Warendorf;48231;info@arno-kindler.de;;nur_name
Thorsis Technologies GmbH;W1215_HRB110339;THORSIS;3;2;2022-09-28;475050.0;209650.0;0;Magdeburg;39114;sales@thorsis.com;;handelsregister_exakt
Cap3 GmbH;X1517R_HRB13257KI;CAP3;3;3;2024-11-18;472500.0;472500.0;0;Kiel;24114;info@cap3.de;;handelsregister_exakt
IT-Haus GmbH;DE192270896;IT-HAUS;3;2;2025-06-13;470392.0;179125.0;0;Föhren;54343;dvanhuizen@IT-HAUS.com;http://it-haus.com;ted_nationalid
PTA GmbH;;;3;2;2022-10-17;469377.0;469377.0;0;Mannheim;68165;;;nur_name
HR4YOU GmbH;P3101_HRB1235;;3;3;2022-02-17;469136.0;234568.0;0;Ebermannstadt;91320;;;handelsregister_exakt
interface projects GmbH;U1104_HRB8740;;3;3;2025-10-30;467200.0;233600.0;0;Dresden;01159;insidesales@intergator.de;;handelsregister_exakt
