Code;Art;Kriterium;Hauptgruppe;Gruppe;Gewichtung;Gewicht Gruppe;Gewicht Hauptgruppe;Prozent
A.1.4.2;Ausschluss;Alternativ: 1TB SSD M.2 PCIe;1. Technische Anforderungen;1.4 Festplatte;;;;
B.1.4.3;Bewertung;Alternativ: 2TB SSD M.2 PCIe;1. Technische Anforderungen;1.4 Festplatte;20,0;;;
B.1.4.4;Bewertung;Optional zusätzlich: 1TB SSD M.2 PCIe;1. Technische Anforderungen;1.4 Festplatte;10,0;;;
B.1.4.5;Bewertung;Erweiterungsslot M.2 vorhanden;1. Technische Anforderungen;1.4 Festplatte;20,0;;;
A.1.4.6;Ausschluss;Optional: Festplatte/SSD verbleibt im Reparaturfall beim Kunden;1. Technische Anforderungen;1.4 Festplatte;;;;
A.1.5.1;Ausschluss;onboard-Soundkarte;1. Technische Anforderungen;1.5 Sound;;;;
A.1.5.2;Ausschluss;integriertes Dual-Array-Mikrofon;1. Technische Anforderungen;1.5 Sound;;;;
A.1.5.3;Ausschluss;mind. 2 Integrierte Lautsprecher;1. Technische Anforderungen;1.5 Sound;;;;
B.1.6.1;Bewertung;Optional interner, SDHC-kompatibler Kartenleser erhältlich;1. Technische Anforderungen;1.6 Kartenleser;10,0;;;
A.1.7.1;Ausschluss;Min.1 digitaler Monitore Ausgang (DP oder HDMI);1. Technische Anforderungen;1.7 Schnittstellen/ Anschlüsse/ Systemboard-Steckplätze;;;;
B.1.7.2;Bewertung;zusätzlicher digitaler Monitore Ausgang HDMI 2.1;1. Technische Anforderungen;1.7 Schnittstellen/ Anschlüsse/ Systemboard-Steckplätze;20,0;;;
A.1.7.3;Ausschluss;Min. 2x USB 3.2 Typ-A (5 Gbis/s) erreichbar ohne Klappen oder Abdeckungen;1. Technische Anforderungen;1.7 Schnittstellen/ Anschlüsse/ Systemboard-Steckplätze;;;;
A.1.7.4;Ausschluss;Min. 2x USB 3.2 Typ-A (10 Gbits/s) erreichbar ohne Klappen oder Abdeckungen;1. Technische Anforderungen;1.7 Schnittstellen/ Anschlüsse/ Systemboard-Steckplätze;;;;
A.1.7.5;Ausschluss;Min. 1x USB 3.2 Typ-C (20 Gbits/s) erreichbar ohne Klappen oder Abdeckungen;1. Technische Anforderungen;1.7 Schnittstellen/ Anschlüsse/ Systemboard-Steckplätze;;;;
A.1.7.6;Ausschluss;Audio In/Out;1. Technische Anforderungen;1.7 Schnittstellen/ Anschlüsse/ Systemboard-Steckplätze;;;;
B.1.7.7;Bewertung;digitaler Monitore Eingang HDMI oder DP;1. Technische Anforderungen;1.7 Schnittstellen/ Anschlüsse/ Systemboard-Steckplätze;20,0;;;
A.1.7.8;Ausschluss;Schnittstellen- und Laufwerke über BIOS deaktivierbar, Passwortschutz für System und Setup;1. Technische Anforderungen;1.7 Schnittstellen/ Anschlüsse/ Systemboard-Steckplätze;;;;
A.1.7.9;Ausschluss;Einstellung der Bootreihenfolge im BIOS möglich;1. Technische Anforderungen;1.7 Schnittstellen/ Anschlüsse/ Systemboard-Steckplätze;;;;
A.1.8.1;Ausschluss;TPM mind. 2.0 Modul onboard mind. FIPS-140-2 zertifiziert;1. Technische Anforderungen;1.8 Sicherheit/ Management;;;;
A.1.8.2;Ausschluss;TPM mind. 2.0 Modul über kostenlose Software ein-/aus-schaltbar;1. Technische Anforderungen;1.8 Sicherheit/ Management;;;;
A.1.8.3;Ausschluss;SCCM-fähige Treiberpakete verfügbar;1. Technische Anforderungen;1.8 Sicherheit/ Management;;;;
A.1.9.1;Ausschluss;Onboard;1. Technische Anforderungen;1.9 Grafikkarte;;;;
A.1.9.2;Ausschluss;Auflösung min. 3.840 x 2.160 Pixel digital;1. Technische Anforderungen;1.9 Grafikkarte;;;;
A.1.9.3;Ausschluss;DirectX 12 und OpenGL 4.x Unterstützung;1. Technische Anforderungen;1.9 Grafikkarte;;;;
B.1.9.4;Bewertung;Optional Grafikkarte mit mind. 4 GB RAM;1. Technische Anforderungen;1.9 Grafikkarte;20,0;;;
A.1.10.1;Ausschluss;"Gehäuseformfaktor ""All-in-One"", die PC-Technik befindet sich im inneren des Monitors, Rucksacklösungen sind nicht zulässig";1. Technische Anforderungen;1.10 Gehäuse + Display;;;;
A.1.10.2;Ausschluss;"23.8 oder 24"" Bildschirm, sichtbare Bildschirmdiagonale ≥ 60 cm, entspiegeltes / mattes Display";1. Technische Anforderungen;1.10 Gehäuse + Display;;;;
A.1.10.3;Ausschluss;Alternatives Touchpanel erhältlich;1. Technische Anforderungen;1.10 Gehäuse + Display;;;;
A.1.10.4;Ausschluss;Paneltyp IPS (In-Plane Switching) oder VA (Vertical Alignment);1. Technische Anforderungen;1.10 Gehäuse + Display;;;;
A.1.10.5;Ausschluss;Auflösung mind. FHD 16:9 oder höher, Helligkeit mind. 250 Nits oder höher;1. Technische Anforderungen;1.10 Gehäuse + Display;;;;
A.1.10.6;Ausschluss;Integrierte FHD-Kamera mit Status-LED und mechanische Schutzfunktion zur Wahrung der Privatsphäre;1. Technische Anforderungen;1.10 Gehäuse + Display;;;;
A.1.10.7;Ausschluss;Höhenverstellbar mind. 110 mm;1. Technische Anforderungen;1.10 Gehäuse + Display;;;;
A.1.10.8;Ausschluss;Neigbar nach hinten und drehbar (swivel und tilt);1. Technische Anforderungen;1.10 Gehäuse + Display;;;;
B.1.10.9;Bewertung;Drehbar vom Querformat ins Hochformat (Pivotfunktion);1. Technische Anforderungen;1.10 Gehäuse + Display;20,0;;;
A.1.10.10;Ausschluss;Gehäuse mit Vorrichtung zur Diebstahlsicherung (Kensington-Lock);1. Technische Anforderungen;1.10 Gehäuse + Display;;;;
A.1.11.1;Ausschluss;Netzteil 110-240 Volt;1. Technische Anforderungen;1.11 Stromversorgung;;;;
A.1.12.1;Ausschluss;Kabellose (Wireless)Tastatur in deutscher Sprache (MF2-Tastatur) mit min. 105 Tasten,schwarz;1. Technische Anforderungen;1.12 Tastatur und Maus;;;;
A.1.12.2;Ausschluss;Alternativ: kabellose (Wireless) Tastatur in englischer Sprache, UK oder US , schwarz erhältlich;1. Technische Anforderungen;1.12 Tastatur und Maus;;;;
A.1.12.3;Ausschluss;Kabellose (Wireless) optische Maus mit min. 2 Tasten und Mausrad, schwarz;1. Technische Anforderungen;1.12 Tastatur und Maus;;;;
A.1.12.4;Ausschluss;"Die ergonomischen Eigenschaften von Tastaturen für Arbeitsplatzcomputer sollten nach dem Standard EN ISO 9241-4 geprüft sein und die dort geforderten Parameter einhalten.
Nachweis: Herstellererklärung und der Bieter legt spätestens auf Nachfrage vor Zuschlagserteilung einen Prüfbericht vor.";1. Technische Anforderungen;1.12 Tastatur und Maus;;;;
A.1.13.1;Ausschluss;Microsoft Windows 11 Professional 64 Bit OEM vorinstalliert inkl. Win Lizenz;1. Technische Anforderungen;1.13 Betriebssystem;;;;
A.1.13.2;Ausschluss;Alternativ Microsoft Windows 11 Home 64 BIT OEM  vorinstalliert inkl. Lizenz;1. Technische Anforderungen;1.13 Betriebssystem;;;;
B.1.13.3;Bewertung;"Alternativ Ubuntu LTS 24.04 Werksseitig, Gerät ist offziell zertifiziert und auf folgender Seite gelistet; URL: https://certification.ubuntu.com/desktop";1. Technische Anforderungen;1.13 Betriebssystem;20,0;;;
A.1.14.1;Ausschluss;Neugeräte aus Serienproduktion;1. Technische Anforderungen;1.14 Allgemeine Eigenschaften;;;;
A.1.14.2;Ausschluss;Alle imagerelevanten Bauteile über Produktlebenszyklus unverändert konstant;1. Technische Anforderungen;1.14 Allgemeine Eigenschaften;;;;
B.1.14.3;Bewertung;geplante Produktlaufzeit in Monaten (Nachweis mit Hersteller-Roadmap);1. Technische Anforderungen;1.14 Allgemeine Eigenschaften;40,0;;;
A.1.14.4;Ausschluss;Ein- und Ausschalter durch dessen Betätigung das Gerät min. in den Schein-Aus-Zustand versetzt werden kann;1. Technische Anforderungen;1.14 Allgemeine Eigenschaften;;;;
A.2.1.1;Ausschluss;Wake-on-LAN;2. Zusätzliche Leistungen;2.1 Management;;;;
A.2.1.2;Ausschluss;"Der Hersteller muss ermöglichen, dass das System‑BIOS im Rahmen der vom Hersteller freigegebenen Versionen sowohl aktualisiert (Upgrade) als auch auf frühere, freigegebene BIOS‑Stände zurückgesetzt (Downgrade) werden kann.
Einschränkungen von BIOS‑Downgrades sind  zulässig, wenn sicherheitskritische BIOS‑ bzw. Firmware‑Updates ein Downgrade aus Sicherheitsgründen unterbinden";2. Zusätzliche Leistungen;2.1 Management;;;;
A.2.1.3;Ausschluss;"Energiemanagement: Das Gerät muss ein ACPI-konformes Betriebssystem unterstützen. Das Gerät muss bei Inaktivität selbständig in den Ruhemodus übergehen sowie den Monitor ausschalten. Voreinstellung bei Auslieferung:
- Monitor aus ≤ 15 Min
- Ruhemodus (ACPI S3) ≤ 30 Min";2. Zusätzliche Leistungen;2.1 Management;;;;
B.2.1.4;Bewertung;Der Kunde soll die Möglichkeit haben mindestens eine kundenspezifische Information selbst im Geräte-BIOS zu hinterlegen, z.B. die Inventarnummer des Gerätes und/oder eine Anlagennummer. Das Feld im BIOS muss durch den Kunden initial gefüllt und nachträglich bearbeitet werden können.;2. Zusätzliche Leistungen;2.1 Management;20,0;;;
A.2.1.5;Ausschluss;Kostenloses Tool vom Gerätehersteller zur automatisierten Firmware- u. Treiberaktualisierung (Windows) verfügbar;2. Zusätzliche Leistungen;2.1 Management;;;;
A.2.1.6;Ausschluss;Kostenloses Tool vom Gerätehersteller zur Bios-Konfiguration verfügbar;2. Zusätzliche Leistungen;2.1 Management;;;;
A.2.2.1;Ausschluss;Optional: Aufkleber mit Assetdaten (z.B. Seriennummer, MAC.Adresse) auf Verpackung;2. Zusätzliche Leistungen;2.2 Geräteetikettierung;;;;
A.2.2.2;Ausschluss;Optional Aufkleber mit Assetdaten (z.B. Seriennummer, MAC.Adresse) auf System;2. Zusätzliche Leistungen;2.2 Geräteetikettierung;;;;
A.2.2.3;Ausschluss;Optional Aufbringen kundenspezifischer Aufkleber auf System;2. Zusätzliche Leistungen;2.2 Geräteetikettierung;;;;
A.3.1.1;Ausschluss;"Das Gerät erfüllt vollständig die Anforderungen des aktuellen ENERGY-STAR-Programms für Computer (derzeit ENERGY STAR Version 9.0).

Nachweise: Herstellererklärung; der Bieter verpflichtet sich, spätestens auf Nachfrage vor Zuschlagserteilung einen Prüfbericht oder ein Dokument gemäß der jeweils gültigen ENERGY-STAR-Testvorschrift oder ein Dokument mit folgenden Angaben vorzulegen:

Name des Prüfl";3 - Qualität / Sicherheit / Umwelt;3.1 Energieverbrauch;;;;
A.3.2.1;Ausschluss;"GS-Zeichen; CE; WEEE; EU-RoHS – entsprechende Konformitäts- und Zertifikatsunterlagen werden beigefügt.";3 - Qualität / Sicherheit / Umwelt;3.2 Zertifizierungen;;;;
A.3.2.2;Ausschluss;"Erfüllung von Umweltkriterien analog zur EPEAT-Zertifizierung: Bitte geben Sie an, ob die Kriterien entsprechend der Norm ""EPEAT Silver"" erfüllt werden (alle Epeat Kriterien mit ""R""  und mindestens 75% der mit ""O"" markierten Kriterien). Fügen Sie als Nachweis bitte entweder eine Zertifizierung nach EPEAT Silver bei oder einen gleichwertigen Nachweis zur Erfüllung der genannten Kriterien. Da sich d";3 - Qualität / Sicherheit / Umwelt;3.2 Zertifizierungen;;;;
B.3.2.3;Bewertung;Erfüllung von Umweltkriterien analog zur Climate+Zertifizierung, ein entsprechender Nachweis, Zertifikat oder gleichwertige Bestätigung ist beizufügen;3 - Qualität / Sicherheit / Umwelt;3.2 Zertifizierungen;20,0;;;
A.3.2.4;Ausschluss;Einhaltung der ILO-Kernarbeitsnormen - ein entsprechender Nachweis, Zertifikat oder gleichwertige Bestätigung ist beizufügen;3 - Qualität / Sicherheit / Umwelt;3.2 Zertifizierungen;;;;
A.3.2.5;Ausschluss;EcoVadis-Zertifizierung (mind. Platin, Nachweis: Herstellererklärung);3 - Qualität / Sicherheit / Umwelt;3.2 Zertifizierungen;;;;
A.1.1.1;Ausschluss;"x86-Technologie (64 Bit) AMD / Intel Prozessor,  Mindestleistung ≥ 1500 Score Points „Overall“ im Benchmark „SYSmark 30“, Hardwareunterstützung für AES-Verschlüsselung.

Testeinstellung: Auflösung 1920×1200 bei 60 Hz, Displayhelligkeit mind. 200 Nits, Betriebssystem Windows 11 Pro 24H2 oder höher. Der Nachweis für die Benchmark-Leistung kann auch auf einer anderen gleichartigen Notebook-Plattform ";1. Technische Anforderungen;1.1 Prozessor;;;;
A.1.1.2;Ausschluss;"Alternativ: x86-Technologie (64 Bit) AMD / Intel Prozessor,  Mindestleistung ≥ 1550 Score Points „Overall“ im Benchmark „SYSmark 30“, Hardwareunterstützung für AES-Verschlüsselung.

Testeinstellung: Auflösung 1920×1200 bei 60 Hz, Displayhelligkeit mind. 200 Nits, Betriebssystem Windows 11 Pro 24H2 oder höher. Der Leistungswert SYSmark 30 „Overall Rating“ ist für die angebotene Konfiguration durch ";1. Technische Anforderungen;1.1 Prozessor;;;;
A.1.2.1;Ausschluss;16 GB RAM DDR5;1. Technische Anforderungen;1.2 Arbeitsspeicher;;;;
A.1.2.2;Ausschluss;Alternativ 32 GB RAM DDR5;1. Technische Anforderungen;1.2 Arbeitsspeicher;;;;
A.1.3.1;Ausschluss;"Ethernet-Adapter, RJ-45, 10/100/1000 Mbit/s, Autosensing, Unterstützung für Preboot-Execution-Environment (PXE 2.1); WOL, Durchleitung MAC-Adresse (virtuelle MAC und/oder LOM/NIC MAC [sofern im Endgerät vorhanden], Pre-OS Support";1. Technische Anforderungen;1.3 Netzwerkkarte/ Kommunikation;;;;
A.1.3.2;Ausschluss;WLAN-Adapter Wifi 6 oder Wifi 7;1. Technische Anforderungen;1.3 Netzwerkkarte/ Kommunikation;;;;
A.1.3.3;Ausschluss;Bluetooth mind. 5.3;1. Technische Anforderungen;1.3 Netzwerkkarte/ Kommunikation;;;;
A.1.4.1;Ausschluss;Min. 240 GB SSD, M.2 PCIe;1. Technische Anforderungen;1.4 SSD;;;;
A.1.4.2;Ausschluss;Alternativ min. 480 GB SSD, M.2 PCIe;1. Technische Anforderungen;1.4 SSD;;;;
A.1.4.3;Ausschluss;Alternativ min. 1TB SSD, M.2 PCIe;1. Technische Anforderungen;1.4 SSD;;;;
B.1.4.4;Bewertung;Optional: SSD verbleibt im Reparaturfall beim Kunden;1. Technische Anforderungen;1.4 SSD;30,0;;;
A.1.5.1;Ausschluss;Soundkarte onboard;1. Technische Anforderungen;1.5 Sound;;;;
A.1.5.2;Ausschluss;Integriertes Mikrofon und Lautsprecher;1. Technische Anforderungen;1.5 Sound;;;;
A.1.6.1;Ausschluss;Min. 3 x USB Anschlüsse (davon mind. 1x USB Type-C Thunderbolt 4.0, 40Gbit/s m. PD 3.1 & DisplayPort 2.1);1. Technische Anforderungen;1.6 Schnittstellen / Anschlüsse / Systemboard-Steckplätze;;;;
A.1.6.2;Ausschluss;digitaler Bildschirmausgang mind. HDMI 2.0;1. Technische Anforderungen;1.6 Schnittstellen / Anschlüsse / Systemboard-Steckplätze;;;;
B.1.6.3;Bewertung;digitaler Bildschirmausgang HDMI 2.1;1. Technische Anforderungen;1.6 Schnittstellen / Anschlüsse / Systemboard-Steckplätze;20,0;;;
A.1.6.4;Ausschluss;Integrierte HD-Kamera mit Status-LED und Kameraschutzblende (mechanisch);1. Technische Anforderungen;1.6 Schnittstellen / Anschlüsse / Systemboard-Steckplätze;;;;
A.1.6.5;Ausschluss;Stereokopfhörer- / Mikrofonbuchse (ggf. kombiniert);1. Technische Anforderungen;1.6 Schnittstellen / Anschlüsse / Systemboard-Steckplätze;;;;
A.1.7.1;Ausschluss;TPM mind. 2.0 Modul onboard mind. FIPS-140-2 zertifiziert;1. Technische Anforderungen;1.7 Sicherheit/ Management;;;;
B.1.7.2;Bewertung;TPM mind. 2.0 Modul onboard mind. FIPS-140-3 zertifiziert;1. Technische Anforderungen;1.7 Sicherheit/ Management;20,0;;;
A.1.7.3;Ausschluss;Der Kunde soll die Möglichkeit haben mindestens eine kundenspezifische Information selbst im Geräte-BIOS zu hinterlegen, z.B. die Inventarnummer des Gerätes und/oder eine Anlagennummer. Das Feld im BIOS muss durch den Kunden initial gefüllt und nachträglich bearbeitet werden können.;1. Technische Anforderungen;1.7 Sicherheit/ Management;;;;
A.1.7.4;Ausschluss;SCCM-fähige Treiberpakete verfügbar;1. Technische Anforderungen;1.7 Sicherheit/ Management;;;;
A.1.7.5;Ausschluss;Kostenbloses Tool vom Gerätehersteller zur automatisierten Firmware- u. Treiberaktualisierung (Windows) verfügbar;1. Technische Anforderungen;1.7 Sicherheit/ Management;;;;
A.1.7.6;Ausschluss;Kostenloses Tool vom Gerätehersteller zur Bios-Konfiguration verfügbar;1. Technische Anforderungen;1.7 Sicherheit/ Management;;;;
A.1.8.1;Ausschluss;Grafikkarte onboard;1. Technische Anforderungen;1.8 Grafikkarte;;;;
A.1.9.1;Ausschluss;Maximales Hersteller Start Gewicht ≤ 1,4 kg;1. Technische Anforderungen;1.9 Gehäuse;;;;
A.1.9.2;Ausschluss;Integrierte Lautsprecher & integriertes Mikrofon;1. Technische Anforderungen;1.9 Gehäuse;;;;
A.1.10.1;Ausschluss;"14"" entspiegeltes / mattes Display";1. Technische Anforderungen;1.10 Display;;;;
A.1.10.2;Ausschluss;Auflösung WUXGA (mind. 1.920 x 1.200 Pixel), 16:10 oder höher, Helligkeit 250 Nits oder höher;1. Technische Anforderungen;1.10 Display;;;;
A.1.10.3;Ausschluss;"Das Display erfüllt die ergonomischen Eigenschaften nach der EN ISO 9241 und hält mindestens Pixelfehlerklasse I ein.
Nachweis: Herstellererklärung";1. Technische Anforderungen;1.10 Display;;;;
A.1.11.1;Ausschluss;Lithium Ionen Akku ≥ 45 Wh;1. Technische Anforderungen;1.11 Stromversorgung;;;;
B.1.11.2;Bewertung;Alternative Akku-Größe zu A.1.11.1 ≥ 55 Wh;1. Technische Anforderungen;1.11 Stromversorgung;20,0;;;
B.1.11.3;Bewertung;Alternative Akku-Größe zu A.1.11.1 ≥ 65 Wh;1. Technische Anforderungen;1.11 Stromversorgung;20,0;;;
A.1.11.5;Ausschluss;Netzteil 100-240V im Lieferumfang enthalten;1. Technische Anforderungen;1.11 Stromversorgung;;;;
A.1.12.1;Ausschluss;Hintergrundbeleuchtete QWERTZ-Tastatur (deutsches Layout);1. Technische Anforderungen;1.12 Interne Tastatur;;;;
A.1.12.2;Ausschluss;Optional US-Englisches und UK-Englisches Tastaturlayout erhältlich;1. Technische Anforderungen;1.12 Interne Tastatur;;;;
A.1.12.3;Ausschluss;Integriertes Touchpad;1. Technische Anforderungen;1.12 Interne Tastatur;;;;
A.1.13.1;Ausschluss;Optional: USB-C Dockingstation vom Hersteller des Endgerätes mit Ladefunktion und 40 Gb/s Datenübertragung (Alle Schnittstellen sind im Preisblatt anzugeben.);1. Technische Anforderungen;1.13 Portreplikator / Dockinstation;;;;
A.1.13.2;Ausschluss;Dockingstation innerhalb der Produktfamilie (Notebook A,B,C,D) austauschbar;1. Technische Anforderungen;1.13 Portreplikator / Dockinstation;;;;
A.1.13.3;Ausschluss;Dockingstation mit min. 3 digitalen Bildschirmanschlüssen (DisplayPort oder HDMI),  Ladefunktion mind. 90 Watt,  und Netzwerkanschluss mit durchgeschleifter MAC-Adresse, PXE 2.1, WOL,;1. Technische Anforderungen;1.13 Portreplikator / Dockinstation;;;;
A.1.13.4;Ausschluss;Dockingstation generationsübergreifend kompatibel;1. Technische Anforderungen;1.13 Portreplikator / Dockinstation;;;;
A.1.13.5;Ausschluss;Dockingstationkabellänge des USB-C Anschlusskabels mind. 50 cm;1. Technische Anforderungen;1.13 Portreplikator / Dockinstation;;;;
B.1.13.6;Bewertung;Dockingstation Schnell-Ladefunktion (35% in 20 Minuten) / Express Ladefunktion des Gerätes bei entsprechendem Netzteil;1. Technische Anforderungen;1.13 Portreplikator / Dockinstation;20,0;;;
B.1.13.7;Bewertung;Dockingstation Stromversorgung über USB-C (einfach) >100 Watt;1. Technische Anforderungen;1.13 Portreplikator / Dockinstation;20,0;;;
A.1.14.1;Ausschluss;Microsoft Windows 11 Professional 64 Bit OEM vorinstalliert inkl. Lizenz;1. Technische Anforderungen;1.14 Betriebssystem;;;;
A.1.14.2;Ausschluss;Alternativ Microsoft Windows 11 Home 64 BIT OEM  vorinstalliert inkl. Lizenz;1. Technische Anforderungen;1.14 Betriebssystem;;;;
B.1.14.3;Bewertung;Alternativ Linux, Ubuntu mind. 24.04 LTS (werksseitig);1. Technische Anforderungen;1.14 Betriebssystem;30,0;;;
A.2.1.1;Ausschluss;"Das Gerät erfüllt vollständig die Anforderungen des aktuellen ENERGY-STAR-Programms für Computer (derzeit ENERGY STAR Version 9.0).

Nachweise: Herstellererklärung; der Bieter verpflichtet sich, spätestens auf Nachfrage vor Zuschlagserteilung einen Prüfbericht oder ein Dokument gemäß der jeweils gültigen ENERGY-STAR-Testvorschrift oder ein Dokument mit folgenden Angaben vorzulegen:

Name des Prüfl";2. Zusätzliche Leistungen/ Sicherheit/ Umwelt;2.1 Energieverbrauch;;;;
A.2.2.1;Ausschluss;Optional: Aufkleber mit Assetdaten (z.B. Seriennummer, MAC.Adresse) auf Verpackung;2. Zusätzliche Leistungen/ Sicherheit/ Umwelt;2.2 Geräteetikettierung;;;;
A.2.2.2;Ausschluss;Optional: Aufkleber mit Assetdaten (z.B. Seriennummer, MAC.Adresse) auf System;2. Zusätzliche Leistungen/ Sicherheit/ Umwelt;2.2 Geräteetikettierung;;;;
A.2.2.3;Ausschluss;Optional: Aufbringen kundenspezifischer Aufkleber auf System;2. Zusätzliche Leistungen/ Sicherheit/ Umwelt;2.2 Geräteetikettierung;;;;
A.2.3.1;Ausschluss;"GS-Zeichen; CE; WEEE; EU-RoHS – entsprechende Konformitäts- und Zertifikatsunterlagen werden beigefügt.";2. Zusätzliche Leistungen/ Sicherheit/ Umwelt;2.3 Zertifizierungen;;;;
A.2.3.2;Ausschluss;"TCO-Zertifizierung: Das Gerät erfüllt die aktuellen Anforderungen des TCO Certified-Labels für Notebooks (TCO 9 oder neuer); ein entsprechender Nachweis, Zertifikat oder gleichwertige Bestätigung wird beigefügt.";2. Zusätzliche Leistungen/ Sicherheit/ Umwelt;2.3 Zertifizierungen;;;;
A.2.3.3;Ausschluss;Erfüllung der Umweltkriterien gemäß EPEAT-Standard in der Einstufung „EPEAT Gold“ (aktuelle Version, inkl. Climate+ soweit verfügbar): Es werden alle mit „R“ gekennzeichneten Kriterien sowie mindestens 75 % der mit „O“ gekennzeichneten Kriterien erfüllt. Als Nachweis ist entweder eine gültige EPEAT-Gold-Registrierung (z. B. ein Auszug aus der EPEAT-Produktdatenbank) oder ein gleichwertiger Nachwei;2. Zusätzliche Leistungen/ Sicherheit/ Umwelt;2.3 Zertifizierungen;;;;
B.2.3.4;Bewertung;Erfüllung von Umweltkriterien analog zur Climate+Zertifizierung, ein entsprechender Nachweis, Zertifikat oder gleichwertige Bestätigung ist beizufügen;2. Zusätzliche Leistungen/ Sicherheit/ Umwelt;2.3 Zertifizierungen;20,0;;;
A.2.3.5;Ausschluss;Einhaltung der ILO-Kernarbeitsnormen - ein entsprechender Nachweis, Zertifikat oder gleichwertige Bestätigung ist beizufügen;2. Zusätzliche Leistungen/ Sicherheit/ Umwelt;2.3 Zertifizierungen;;;;
A.2.3.6;Ausschluss;EcoVadis-Zertifizierung (mind. Platin, Nachweis: Herstellererklärung);2. Zusätzliche Leistungen/ Sicherheit/ Umwelt;2.3 Zertifizierungen;;;;
A.1.1.1;Ausschluss;"x86-Technologie (64 Bit) AMD / Intel Prozessor, Mindestleistung ≥ 1700 Score Points „Overall“ im Benchmark „SYSmark 30“, Hardwareunterstützung für AES-Verschlüsselung.

Testeinstellung: Auflösung 1920×1200 bei 60 Hz, Displayhelligkeit mind. 200 Nits, Betriebssystem Windows 11 Pro 24H2 oder höher. Der Leistungswert SYSmark 30 „Overall Rating“ ist für die angebotene Konfiguration durch Vorlage eines";1. Technische Anforderungen;1.1 Prozessor;;;;
A.1.1.2;Ausschluss;"Alternativ: x86-Technologie (64 Bit) AMD / Intel Prozessor , Mindestleistung ≥ 1750 Score Points „Overall“ im Benchmark „SYSmark 30“, Hardwareunterstützung für AES-Verschlüsselung.

Testeinstellung: Auflösung 1920×1200 bei 60 Hz, Displayhelligkeit mind. 200 Nits, Betriebssystem Windows 11 Pro 24H2 oder höher. Der Leistungswert SYSmark 30 „Overall Rating“ ist für die angebotene Konfiguration durch ";1. Technische Anforderungen;1.1 Prozessor;;;;
A.1.2.1;Ausschluss;16 GB RAM DDR5;1. Technische Anforderungen;1.2 Arbeitsspeicher;;;;
A.1.2.2;Ausschluss;Alternativ: 32 GB RAM DDR5;1. Technische Anforderungen;1.2 Arbeitsspeicher;;;;
A.1.2.3;Ausschluss;Alternativ: 64 GB RAM DDR5;1. Technische Anforderungen;1.2 Arbeitsspeicher;;;;
A.1.3.1;Ausschluss;"Ethernet-Adapter RJ-45, 10/100/1000 Mbit/s, (oder Adapter im Lieferumfang), Autosensing, Unterstützung für Preboot-Execution-Environment (PXE 2.1); WOL";1. Technische Anforderungen;1.3 Netzwerkkarte/ Kommunikation;;;;
A.1.3.2;Ausschluss;WLAN-Adapter Wifi 6 oder Wifi 7;1. Technische Anforderungen;1.3 Netzwerkkarte/ Kommunikation;;;;
A.1.3.3;Ausschluss;Bluetooth mind. 5.3;1. Technische Anforderungen;1.3 Netzwerkkarte/ Kommunikation;;;;
A.1.4.1;Ausschluss;Min. 480 GB SSD M.2 PCIe;1. Technische Anforderungen;1.4 SSD;;;;
A.1.4.2;Ausschluss;Alternativ: Min. 1TB SSD M.2 PCIe;1. Technische Anforderungen;1.4 SSD;;;;
A.1.4.3;Ausschluss;Alternativ bis zu 2 TB SSD M.2 PCIe erhältlich;1. Technische Anforderungen;1.4 SSD;;;;
A.1.4.4;Ausschluss;Optional: Festplatte/SSD verbleibt im Reparaturfall beim Kunden;1. Technische Anforderungen;1.4 SSD;;;;
A.1.5.1;Ausschluss;Soundkarte onboard;1. Technische Anforderungen;1.5 Sound;;;;
A.1.5.2;Ausschluss;mind. 2 Integrierte Mikrofone mit Rauschunterdrückung;1. Technische Anforderungen;1.5 Sound;;;;
A.1.5.3;Ausschluss;mind. 2 Integrierte Lautsprecher;1. Technische Anforderungen;1.5 Sound;;;;
A.1.6.1;Ausschluss;Min. 4 x USB Anschlüsse (davon mind. 2x USB Type-C, mind. 1x Thunderbolt 4.0, 40Gbit/s);1. Technische Anforderungen;1.6 Schnittstellen / Anschlüsse / Systemboard-Steckplätze / Laufwerke;;;;
A.1.6.2;Ausschluss;3 digitale Bildschirmausgänge (davon mind. 1x HDMI 2.0 oder DP 2.0);1. Technische Anforderungen;1.6 Schnittstellen / Anschlüsse / Systemboard-Steckplätze / Laufwerke;;;;
B.1.6.3;Bewertung;HDMI 2.1 Anschluss;1. Technische Anforderungen;1.6 Schnittstellen / Anschlüsse / Systemboard-Steckplätze / Laufwerke;10,0;;;
A.1.6.4;Ausschluss;Stereokopfhörer- / Mikrofonbuchse (ggf. kombiniert);1. Technische Anforderungen;1.6 Schnittstellen / Anschlüsse / Systemboard-Steckplätze / Laufwerke;;;;
A.1.6.5;Ausschluss;Schnittstellen- und Laufwerksverriegelung über BIOS, Passwortschutz für System und Setup;1. Technische Anforderungen;1.6 Schnittstellen / Anschlüsse / Systemboard-Steckplätze / Laufwerke;;;;
A.1.6.6;Ausschluss;Integrierte Kamera,mind. FHD mit Status-LED und Kameraschutzblende (mechanisch);1. Technische Anforderungen;1.6 Schnittstellen / Anschlüsse / Systemboard-Steckplätze / Laufwerke;;;;
